Proposed algorithm for smart grid DDoS detection based on deep learning,ScienceDirect,
Advances in the detection and diagnosis of tuberculosis using optical-based devices,ScienceDirect,
Attack detection/prevention system against cyber attack in industrial control systems,ScienceDirect,
Self-adaptive logit balancing for deep neural network robustness: Defence and detection of adversarial attacks,ScienceDirect,
GraphXSS: An efficient XSS payload detection approach based on graph convolutional network,ScienceDirect,
Exhaustive distributed intrusion detection system for UAVs attacks detection and security enforcement (E-DIDS),ScienceDirect,
Efficient feature extraction methodologies for unknown MP4-Malware detection using Machine learning algorithms,ScienceDirect,
Vulnerability of the rip current phenomenon in marine environments using machine learning models,ScienceDirect,
Fault detection for vaccine refrigeration via convolutional neural networks trained on simulated datasets,ScienceDirect,
Twice attention networks for synthetic speech detection,ScienceDirect,
YoLite+: a lightweight multi-object detection approach in traffic scenarios,ScienceDirect,
Web Vulnerability Assessment and Maturity Model Analysis on Indonesia Higher Education,ScienceDirect,
Vulnerability assessment of fault-tolerant optical network-on-chips,ScienceDirect,
Few-shot IoT attack detection based on SSDSAE and adaptive loss weighted meta residual network,ScienceDirect,
Web attack detection using deep learning models,ScienceDirect,
An intelligent intrusion detection and performance reliability evaluation mechanism in mobile ad-hoc networks,ScienceDirect,
Unifying intrusion detection and forensic analysis via provenance awareness,ScienceDirect,
ProDroid — An Android malware detection framework based on profile hidden Markov model,ScienceDirect,
Foredune defending role: Vulnerability and potential risk through combined satellite and hydrodynamics approach,ScienceDirect,
"Vulnerability of Temperate Mesophotic Ecosystems (TMEs) to environmental impacts: Rapid ecosystem changes at Lough Hyne Marine Nature Reserve, Ireland",ScienceDirect,
A GPU-based machine learning approach for detection of botnet attacks,ScienceDirect,
Classification of Logical Vulnerability Based on Group Attacking Method,ScienceDirect,
Implementation of intrusion detection model for DDoS attacks in Lightweight IoT Networks,ScienceDirect,
A policy-based solution for the detection of colluding GPS-Spoofing attacks in FANETs,ScienceDirect,
Vessel Wall–Imaging Biomarkers of Carotid Plaque Vulnerability in Stroke Prevention Trials: A viewpoint from The Carotid Imaging Consensus Group,ScienceDirect,
Ransomware early detection: A survey,ScienceDirect,
Hierarchical multistep approach for intrusion detection and identification in IoT and Fog computing-based environments,ScienceDirect,
Machine Learning for IoT based networks intrusion detection: a comparative study,ScienceDirect,
Design of intrusion detection system for intelligent mobile network teaching,ScienceDirect,
Deep learning for cyber threat detection in IoT networks: A review,ScienceDirect,
On the robustness of skeleton detection against adversarial attacks,ScienceDirect,
Towards DDoS detection mechanisms in Software-Defined Networking,ScienceDirect,
A risk-aware and recommender distributed intrusion detection system for home robots,ScienceDirect,
Anomaly based network intrusion detection for IoT attacks using deep learning technique,ScienceDirect,
1475: Somatic Vulnerability in Oncological Patients,ScienceDirect,
A comprehensive survey on DDoS attacks detection & mitigation in SDN-IoT network,ScienceDirect,
Universal adversarial perturbations against object detection,ScienceDirect,
Hybrid honey badger-world cup algorithm-based deep learning for malicious intrusion detection in industrial control systems,ScienceDirect,
Vulnerability analysis method of vegetation due to groundwater table drawdown induced by tunnel drainage,ScienceDirect,
Using SysML for Model-based Vulnerability Assessment,ScienceDirect,
A lightweight supervised intrusion detection mechanism for IoT networks,ScienceDirect,
Vulnerability to heatwaves and implications for public health interventions – A scoping review,ScienceDirect,
"Flood hazards and susceptibility detection for Ganga river, Bihar state, India: Employment of remote sensing and statistical approaches",ScienceDirect,
"IoT-DH dataset for classification, identification, and detection DDoS attack in IoT",ScienceDirect,
Optical image encryption based on two-channel detection and deep learning,ScienceDirect,
AttackNet: Enhancing biometric security via tailored convolutional neural network architectures for liveness detection,ScienceDirect,
Critical facility accessibility rapid failure early-warning detection and redundancy mapping in urban flooding,ScienceDirect,
Improving hardware Trojan detection using scan chain based ring oscillators,ScienceDirect,
Vulnerability analysis of S7 PLCs: Manipulating the security mechanism,ScienceDirect,
Defend against adversarial attacks in malware detection through attack space management,ScienceDirect,
Mapping of Fire Vulnerability in Alas Purwo National Park,ScienceDirect,
Deep learning-based integrated attack detection framework to protect distance relays against cyberattacks,ScienceDirect,
"Aging in COVID-19: Vulnerability, immunity and intervention",ScienceDirect,
KFFPDet: Android malicious application detection system with assisted detection of adversarial samples,ScienceDirect,
A new intrusion detection system based on using non-linear statistical analysis and features selection techniques,ScienceDirect,
Chapter 11: Threat and Vulnerability Management,ScienceDirect,
Misbehavior detection system with semi-supervised federated learning,ScienceDirect,
An intrusion detection system based on stacked ensemble learning for IoT network,ScienceDirect,
Vulnerability management: not a patch on where we should be?,ScienceDirect,
Deep learning for unmanned aerial vehicles detection: A review,ScienceDirect,
PoreGlow: A split green fluorescent protein-based system for rapid detection of Listeria monocytogenes,ScienceDirect,
Securing Android IoT devices with GuardDroid transparent and lightweight malware detection,ScienceDirect,
OOA-modified Bi-LSTM network: An effective intrusion detection framework for IoT systems,ScienceDirect,
Resilience and Vulnerability in Urban Water Distribution Networks through Network Theory and Hydraulic Simulation,ScienceDirect,
Role of MicroRNAs in the Mechanisms Underlying Stress Vulnerability and Resilience,ScienceDirect,
Machine learning applications for anomaly detection in Smart Water Metering Networks: A systematic review,ScienceDirect,
Hybrid deep learning model with enhanced sunflower optimization for flood and earthquake detection,ScienceDirect,
A collaborative approach to early detection of IoT Botnet,ScienceDirect,
Lightweight and host-based denial of service (DoS) detection and defense mechanism for resource-constrained IoT devices,ScienceDirect,
Chapter 31: What Is Vulnerability Assessment?,ScienceDirect,
Early detection of cyber–physical attacks on fast charging stations using machine learning considering vehicle-to-grid operation in microgrids,ScienceDirect,
Chapter 12: Vulnerability assessment process inputs—establish protection objectives,ScienceDirect,
Indicator Determination of Forest and Land Fires Vulnerability Using Landsat-5 TM Data (Case Study: Jambi Province),ScienceDirect,
Anomaly-based cyberattacks detection for smart homes: A systematic literature review,ScienceDirect,
Convolutional neural network-based intrusion detection system for AVTP streams in automotive Ethernet-based networks,ScienceDirect,
A Study on Security Vulnerability on Cloud Platforms,ScienceDirect,
Assessment Method for Seismic Vulnerability of Old Masonry Buildings in Sri Lanka,ScienceDirect,
A survey of detection methods for XSS attacks,ScienceDirect,
PWAGAT: Potential Web attacker detection based on graph attention network,ScienceDirect,
Vulnerability of the vestibular organs to transient ischemia: Implications for isolated vascular vertigo,ScienceDirect,
The Essential Vulnerability of Human Cardiac Myocytes to SARS-CoV-2,ScienceDirect,
Network anomaly detection via similarity-aware ensemble learning with ADSim,ScienceDirect,
An ensemble learning approach for XSS attack detection with domain knowledge and threat intelligence,ScienceDirect,
Intrusion detection based on phishing detection with machine learning,ScienceDirect,
"Early Child Intervention, Fostering Resliences and Formative Competence in Vulnerability Context",ScienceDirect,
An empirical assessment of ensemble methods and traditional machine learning techniques for web-based attack detection in industry 5.0,ScienceDirect,
A comparative evaluation of intrusion detection systems on the edge-IIoT-2022 dataset,ScienceDirect,
Implementation of African vulture optimization algorithm based on deep learning for cybersecurity intrusion detection,ScienceDirect,
Universal backdoor attack on deep neural networks for malware detection,ScienceDirect,
Unleashing the power of Bat optimized CNN-BiLSTM model for advanced network anomaly detection: Enhancing security and performance in IoT environments,ScienceDirect,
Identification of strategic sensor locations for intrusion detection and classification in smart grid networks,ScienceDirect,
A new deep boosted CNN and ensemble learning based IoT malware detection,ScienceDirect,
Injection attack detection using machine learning for smart IoT applications,ScienceDirect,
Adversarial pan-sharpening attacks for object detection in remote sensing,ScienceDirect,
Model-based fault detection in photovoltaic systems: A comprehensive review and avenues for enhancement,ScienceDirect,
Intravascular Ultrasound Area Strain Imaging Used to Characterize Tissue Components and Assess Vulnerability of Atherosclerotic Plaques in a Rabbit Model,ScienceDirect,
A health monitoring solution on damage detection of minarets,ScienceDirect,
Vulnerability of complex networks under three-level-tree attacks,ScienceDirect,
FLAD: Adaptive Federated Learning for DDoS attack detection,ScienceDirect,
Validity and Reliability in the Assessment of the Vulnerability of Social Networks,ScienceDirect,
EHR-BERT: A BERT-based model for effective anomaly detection in electronic health records,ScienceDirect,
An empirical study of pattern leakage impact during data preprocessing on machine learning-based intrusion detection models reliability,ScienceDirect,
"A comprehensive survey on computer vision based concepts, methodologies, analysis and applications for automatic gun/knife detection",ScienceDirect,
"Health Sentinel: A mobile crowdsourcing platform for self-reported surveys provides early detection of COVID-19 clusters in San Luis Potosí, Mexico",ScienceDirect,
Evaluation of a commercial interferon-γ release assay for the detection of SARS-CoV-2 T-cell response after vaccination,ScienceDirect,
Chapter 7: Vulnerability Identification,ScienceDirect,
Dual Attribute Adversarial Camouflage toward camouflaged object detection,ScienceDirect,
Review of intelligent detection and health assessment of underwater structures,ScienceDirect,
GDE model: A variable intrusion detection model for few-shot attack,ScienceDirect,
Cosine similarity based anomaly detection methodology for the CAN bus,ScienceDirect,
Optimized machine learning enabled intrusion detection 2 system for internet of medical things,ScienceDirect,
Machine learning system to assess rice crop change detection from satellite-derived RGVI due to tropical cyclones using remote sensing dataset,ScienceDirect,
Energy consumption of on-device machine learning models for IoT intrusion detection,ScienceDirect,
Summary of insulator defect detection based on deep learning,ScienceDirect,
A comprehensive analysis combining structural features for detection of new ransomware families,ScienceDirect,
Future of generative adversarial networks (GAN) for anomaly detection in network security: A review,ScienceDirect,
Clustered federated learning architecture for network anomaly detection in large scale heterogeneous IoT networks,ScienceDirect,
Unveiling the efficacy of the feedback concealed information test in collaborative crime detection,ScienceDirect,
Delamination detection in CFRP laminates using deep transfer learning with limited experimental data,ScienceDirect,
MTS-DVGAN: Anomaly detection in cyber-physical systems using a dual variational generative adversarial network,ScienceDirect,
Fluorescent solid-state strips based on SiO2 shell-stabilized perovskite nanocrystals applying for magnetic aptasensing detection of aflatoxin B1 toxin in food,ScienceDirect,
Label-free and sensitive fluorescent detection of Escherichia coli O157: H7 in milk based on cascade strand displacement amplification and G-quadruplex-thioflavin T,ScienceDirect,
Green and sustainable self-cleaning flexible SERS base: Utilized for cyclic-detection of residues on apple surface,ScienceDirect,
Explainability in AI-based behavioral malware detection systems,ScienceDirect,
"Federated Learning for intrusion detection system: Concepts, challenges and future directions",ScienceDirect,
Proximity-based density description with regularized reconstruction algorithm for anomaly detection,ScienceDirect,
Audio adversarial detection through classification score on speech recognition systems,ScienceDirect,
Chapter 9: Vulnerability Management,ScienceDirect,
3: The Many Faces of Vulnerability Creep-in,ScienceDirect,
Soil pesticides pollution detection and specific recognition using electronic nose,ScienceDirect,
Monitoring and detection of steel bridge diseases: A review,ScienceDirect,
A review of nucleic acid-based detection methods for foodborne viruses: Sample pretreatment and detection techniques,ScienceDirect,
SBTDDL: A novel framework for sensor-based threats detection on Android smartphones using deep learning,ScienceDirect,
Towards a deep learning-driven intrusion detection approach for Internet of Things,ScienceDirect,
Cyberattack detection for electricity theft in smart grids via stacking ensemble GRU optimization algorithm using federated learning framework,ScienceDirect,
Fuzzy based intrusion detection system in MANET,ScienceDirect,
Intrusion detection models for IOT networks via deep learning approaches,ScienceDirect,
Advancing sanitary surveillance: Innovating a live-feed sewer monitoring framework for effective water level and chamber cover detections,ScienceDirect,
"Chapter 2: Vulnerability Assessment of Water Distribution Networks Under Normal (Continuous Water Supply, CWS) Operating Conditions and Nonseismic Loads",ScienceDirect,
Investigation on an in-process chatter detection strategy for micro-milling titanium alloy thin-walled parts and its implementation perspectives,ScienceDirect,
Spatial-temporal knowledge distillation for lightweight network traffic anomaly detection,ScienceDirect,
A framework for preventing unauthorized drone intrusions through radar detection and GPS spoofing,ScienceDirect,
A comprehensive review of elderly fall detection using wireless communication and artificial intelligence techniques,ScienceDirect,
Novel electrochemical/fluorescence dual-mode biosensor based on covalent organic framework for tetracycline detection,ScienceDirect,
Vulnerability and resistance in the United Kingdom's smart meter transition,ScienceDirect,
A robust cyberattack detection approach using optimal features of SCADA power systems in smart grids,ScienceDirect,
Stacking ensemble approach for DDoS attack detection in software-defined cyber–physical systems,ScienceDirect,
Engineering a multi-sensor surveillance system with secure alerting for next-generation threat detection and response,ScienceDirect,
IVUS-based Fluid-structure Interaction Models for Novel Plaque Vulnerability Indices: A Study in Patients with Coronary Artery Disease,ScienceDirect,
The promise of eye-tracking in the detection of concealed memories,ScienceDirect,
Chapter 7: Comprehensive Vulnerability Assessment of Forest Fires and Coastal Erosion: Evidences from Case-Study Analysis in Portugal,ScienceDirect,
Assessment of Vulnerability to Natural Hazards2014,ScienceDirect,
"Vulnerability, Stress, and Support in the Disease Trajectory from Prodrome to Diagnosed Schizophrenia: Diathesis–Stress–Support Model",ScienceDirect,
Uncertainty-aware hierarchical labeling for face forgery detection,ScienceDirect,
An intelligent context-aware threat detection and response model for smart cyber-physical systems,ScienceDirect,
can-train-and-test: A curated CAN dataset for automotive intrusion detection,ScienceDirect,
A novel biosensing strategy on the dynamic and on-site detection of Vibrio coralliilyticus eDNA for coral health warnings,ScienceDirect,
"Multi-datasource machine learning in intrusion detection: Packet flows, system logs and host statistics",ScienceDirect,
"Handheld portable analytics for food fraud detection, the evolution of next-generation smartphone-based food sensors: The journey, the milestones, the challenges debarring the destination",ScienceDirect,
HOTD: A holistic cross-layer time-delay attack detection framework for unmanned aerial vehicle networks,ScienceDirect,
A novel multi-view pedestrian detection database for collaborative Intelligent Transportation Systems,ScienceDirect,
Development of a CRISPR/Cas12a-mediated aptasensor for Mpox virus antigen detection,ScienceDirect,
Aggregation-induced emission nanoparticles facilitating multicolor lateral flow immunoassay for rapid and simultaneous detection of aflatoxin B1 and zearalenone,ScienceDirect,
Relationship between pedestrian detection specifications of parking sensor and potential safety benefits,ScienceDirect,
An efficient deep learning network with orthogonal softmax layer for automatic detection of tuberculosis,ScienceDirect,
"Galectin-3, Carotid Plaque Vulnerability, and Potential Effects of Statin Therapy",ScienceDirect,
Validation of a rapid molecular detection test for gram-negative multidrug-resistant bacteria in rectal swabs upon admission of patients to the intensive care unit,ScienceDirect,
Dopamine detection and integration in neuromorphic devices for applications in artificial intelligence,ScienceDirect,
On-site monitoring of Escherichia coli O157:H7 in drinking water based on rapid detection of the rfbE gene at the single copy level,ScienceDirect,
AIDTF: Adversarial training framework for network intrusion detection,ScienceDirect,
Bioenzyme–nanoenzyme–chromogen all-in-one test strip for convenient and sensitive detection of malathion in water environment,ScienceDirect,
Seam detection method design and automatic calibration based on an active light coaxial visual sensor,ScienceDirect,
High-speed binary coded decimal digit multipliers with multiple error detection,ScienceDirect,
PPFGED: Federated learning for graphic element detection with privacy preservation in multi-source substation drawings,ScienceDirect,
"A novel hybrid technique using fuzzy logic, neural networks and genetic algorithm for intrusion detection system",ScienceDirect,
Damage detection and monitoring in heritage masonry structures: Systematic review,ScienceDirect,
Enhanced detection of imbalanced malicious network traffic with regularized Generative Adversarial Networks,ScienceDirect,
Secure and privacy-preserving intrusion detection in wireless sensor networks: Federated learning with SCNN-Bi-LSTM for enhanced reliability,ScienceDirect,
A survey of deep learning-based intrusion detection in automotive applications,ScienceDirect,
Dual-mode aptasensor based on P-CeO2NR@Mxene and exonuclease I-assisted target recycling for malachite green detection,ScienceDirect,
A facile dual-mode immunosensor based on speckle Ag-doped nanohybrids for ultrasensitive detection of Ochratoxin A,ScienceDirect,
Attack detection based on invariant state set for SDN-enabled vehicle platoon control system,ScienceDirect,
A stretchable wearable sensor with dual working electrodes for reliable detection of uric acid in sweat,ScienceDirect,
A new methodology for real-time detection of attacks in IEC 61850-based systems,ScienceDirect,
A big data analytics for DDOS attack detection using optimized ensemble framework in Internet of Things,ScienceDirect,
Quantifying drivers of decline: A case study of long-term changes in arboreal marsupial detections,ScienceDirect,
Inter-ictal spike detection using a database of smart templates,ScienceDirect,
Biosensors for metastatic cancer cell detection,ScienceDirect,
Aptamer-based biosensing detection for exosomes: From selection to aptasensors,ScienceDirect,
LogETA: Time-aware cross-system log-based anomaly detection with inter-class boundary optimization,ScienceDirect,
Vulnerability and resistance to sleep disruption by a partner: A study of bed-sharing couples,ScienceDirect,
Visualizing Vulnerability: Toward a New Cardiac Score,ScienceDirect,
Challenge-based collaborative intrusion detection networks under passive message fingerprint attack: A further analysis,ScienceDirect,
Recent advances in electrochemical non-enzymatic glucose sensor for the detection of glucose in tears and saliva: A Review,ScienceDirect,
RRIoT: Recurrent reinforcement learning for cyber threat detection on IoT devices,ScienceDirect,
Graph-based detection for false data injection attacks in power grid,ScienceDirect,
"A comprehensive review of DC arc faults and their mechanisms, detection, early warning strategies, and protection in battery systems",ScienceDirect,
Compact gas cell for simultaneous detection of atmospheric aerosol optical properties based on photoacoustic spectroscopy and integrating sphere scattering enhancement,ScienceDirect,
GGNB: Graph-based Gaussian naive Bayes intrusion detection system for CAN bus,ScienceDirect,
A scalable specification-agnostic multi-sensor anomaly detection system for IIoT environments,ScienceDirect,
A cyber-physical model for SCADA system and its intrusion detection,ScienceDirect,
A novel method for SQL injection attack detection based on removing SQL query attribute values,ScienceDirect,
Cryptographic ransomware encryption detection: Survey,ScienceDirect,
A Protective Monoclonal Antibody Targets a Site of Vulnerability on the Surface of Rift Valley Fever Virus,ScienceDirect,
Fusing hypergraph spectral features for shilling attack detection,ScienceDirect,
Simulation of education digital network security and anomaly detection based on neural networks,ScienceDirect,
Outlier detection strategies for WSNs: A survey,ScienceDirect,
Anomaly detection using deep convolutional generative adversarial networks in the internet of things,ScienceDirect,
"Spatial Modelling for Food Vulnerability Using Remote Sensing Data and GIS (Study Case in Klungkung Regency, Bali)",ScienceDirect,
VISAGE Reveals a Targetable Mitotic Spindle Vulnerability in Cancer Cells,ScienceDirect,
"Adaptive monitoring, detection, and response for agile digital service chains",ScienceDirect,
"Contact point accelerations, instantaneous curvature, and physics-based damage detection and location using vehicle-mounted sensors",ScienceDirect,
"Eco-friendly, degradable, peroxidase-mimicking nanozyme for selective antioxidant detection",ScienceDirect,
Deep learning techniques for biometric security: A systematic review of presentation attack detection systems,ScienceDirect,
Digital dual test syphilis/HIV detection based on Fourier Descriptors of Cyclic Voltammetry curves,ScienceDirect,
"Defibrillation Threshold: Testing, Upper Limit of Vulnerability, and Methods for Reduction",ScienceDirect,
Robust glottal activity detection using the phase of an electroglottographic signal,ScienceDirect,
An improved detection method of GNSS faults with fractional information divergence,ScienceDirect,
Recurrent nonsymmetric deep auto encoder approach for network intrusion detection system,ScienceDirect,
On early detection of application-level resource exhaustion and starvation,ScienceDirect,
Mo1178 Stress Behaviors and Heart Rate Variability Measures During the First Week of Life Predict Preterm Infants' Vulnerability for Later Colic Symptoms,ScienceDirect,
"A new change detection method for wetlands based on Bi-Temporal Semantic Reasoning UNet++ in Dongting Lake, China",ScienceDirect,
Anchor Ball Regression Model for large-scale 3D skull landmark detection,ScienceDirect,
ANN-based averaging scheme for damage detection of high-rise buildings under noisy conditions,ScienceDirect,
Personalized federated learning-based intrusion detection system: Poisoning attack and defense,ScienceDirect,
ROSIDS23: Network intrusion detection dataset for robot operating system,ScienceDirect,
A simple joint detection platform for high-throughput single-cell heterogeneity screening,ScienceDirect,
Effectively synthesized functional Si-doped carbon dots with the applications in tyrosinase detection and lysosomal imaging,ScienceDirect,
A fast intrusion detection system based on swift wrapper feature selection and speedy ensemble classifier,ScienceDirect,
An affordable and portable homogeneous fiber optic chemiluminescent immunosensor for rapid and on-site detection of chloramphenicol,ScienceDirect,
Acoustic vibration multi-domain images vision transformer (AVMDI-ViT) to the detection of moldy apple core: Using a novel device based on micro-LDV and resonance speaker,ScienceDirect,
EORNet: An improved rotating box detection model for counting juvenile fish under occlusion and overlap,ScienceDirect,
Enzyme-free dual amplification biosensor based on functional nucleic acid and CDs/CoOOH for detection of leukemia fusion gene,ScienceDirect,
"Chapter 6: Occupational Health, Industrial Hazards, Vulnerability Assessment, and Self-Assessment",ScienceDirect,
Texture and artifact decomposition for improving generalization in deep-learning-based deepfake detection,ScienceDirect,
Misuse-based detection of Z-Wave network attacks,ScienceDirect,
Fiber-optic semi-distributed Fabry-Perot interferometer for low-limit label-free detection of CCL5 cancer biomarker,ScienceDirect,
Boosting R-CNN: Reweighting R-CNN samples by RPN’s error for underwater object detection,ScienceDirect,
An intelligent DDoS attack detection tree-based model using Gini index feature selection method,ScienceDirect,
Sialic acids in infection and their potential use in detection and protection against pathogens,ScienceDirect,
Ultra-low detection limit self-sensing nanocomposites with self-assembled conductive microsphere arrays for asphalt pavement health monitoring,ScienceDirect,
Advanced detection tools in food fraud: A systematic review for holistic and rational detection method based on research and patents,ScienceDirect,
A porphyrin-based metal-organic framework Al-TCPP for highly selective sensing of copper ions with exceptional low limit of detection,ScienceDirect,
MCCANet: A multispectral class-constraint attentional neural network for object detection in mining scenes,ScienceDirect,
Cycle detection for secure chaos-based encryption,ScienceDirect,
Detecting critical links of urban networks using cluster detection methods,ScienceDirect,
Breaking boundaries: Artificial intelligence for pesticide detection and eco-friendly degradation,ScienceDirect,
Sensitivity enhancement of the surface plasmon resonance sensor based on gallium-doped zinc oxide and silicon for cancer detection: A wavelength interrogation approach,ScienceDirect,
Analysis of machine learning approaches to packing detection,ScienceDirect,
An adaptive cyclical learning rate based hybrid model for Dravidian fake news detection,ScienceDirect,
Concordance between IDEXX Legiolert® (liquid culture assay) and plate culture (ISO 11731:2017) for the detection and quantification of Legionella pneumophila in water samples,ScienceDirect,
Malicious traffic detection in multi-environment networks using novel S-DATE and PSO-D-SEM approaches,ScienceDirect,
Rational hydrothermal-assisted green synthesis of blueish emitting carbon dots as an optical sensing platform for antibiotic detection in the milk sample,ScienceDirect,
Motion detection and correction for carotid MRI using a markerless optical system,ScienceDirect,
A microfluidic card-based electrochemical assay for the detection of sulfonamide resistance genes,ScienceDirect,
Cyber Security Risk management with attack detection frameworks using multi connect variational auto-encoder with probabilistic Bayesian networks,ScienceDirect,
Plasmonic internal standard-decorated nitrocellulose membranes for duplex detection of circulating tumor biomarkers,ScienceDirect,
Spatial reconstructed local attention Res2Net with F0 subband for fake speech detection,ScienceDirect,
Unravelling the molecular dimensions of atmospheric Micro(nano)Plastics: Exploring potential impacts on human health and strategies for detection,ScienceDirect,
Non-enzymatic detection of methyl parathion in water using CeO2-CuO-decorated reduced graphene oxide,ScienceDirect,
An efficient multi-order cascade distillation model for the detection of small targets and occluded objects in transmission line inspection,ScienceDirect,
TI-MVD: A temporal interaction-enhanced model for malware variants detection,ScienceDirect,
Research on vehicle-mounted soil electrical conductivity and moisture content detection system based on current–voltage six-terminal method and spectroscopy,ScienceDirect,
Intelligent fire location detection approach for extrawide immersed tunnels,ScienceDirect,
Nash mixed detection strategy of multi-type network attack based on zero-sum stochastic game,ScienceDirect,
A novel Android malware detection method with API semantics extraction,ScienceDirect,
Multiscale adaptive and attention-dilated convolutional neural network for efficient leukemia detection model with multiscale trans-res-Unet3+ -based segmentation network,ScienceDirect,
IoT data feature extraction and intrusion detection system for smart cities based on deep migration learning,ScienceDirect,
DeepAK-IoT: An effective deep learning model for cyberattack detection in IoT networks,ScienceDirect,
Efficient LBP-GLCM texture analysis for asphalt pavement raveling detection using eXtreme Gradient Boost,ScienceDirect,
A blockchain-assisted security management framework for collaborative intrusion detection in smart cities,ScienceDirect,
Recent progress of upconversion nanoparticles in the treatment and detection of various diseases,ScienceDirect,
Examining the potential for early detection of spruce bark beetle attacks using multi-temporal Sentinel-2 and harvester data,ScienceDirect,
In-situ detection scheme for EGFR gene with temperature and pH compensation using a triple-channel optical fiber biosensor,ScienceDirect,
MXene-based nano(bio)sensors for the detection of biomarkers: A move towards intelligent sensors,ScienceDirect,
Do detection-based warning strategies improve vehicle yielding behavior at uncontrolled midblock crosswalks?,ScienceDirect,
SARS-CoV-2-specific antibody detection in healthcare workers in Germany with direct contact to COVID-19 patients,ScienceDirect,
An adaptable deep learning-based intrusion detection system to zero-day attacks,ScienceDirect,
A novel feature integration and entity boundary detection for named entity recognition in cybersecurity,ScienceDirect,
Review of artificial intelligence for enhancing intrusion detection in the internet of things,ScienceDirect,
When are environmental DNA early detections of invasive species actionable?,ScienceDirect,
A comparative evaluation of Stacked Auto-Encoder neural network and Multi-Layer Extreme Learning Machine for detection and classification of faults in transmission lines using WAMS data,ScienceDirect,
A novel multiplex PCR based method for the detection of Listeria monocytogenes clonal complex 8,ScienceDirect,
Nonlinear circumference-based robust ellipse detection in low-SNR images,ScienceDirect,
A locational false data injection attack detection method in smart grid based on adversarial variational autoencoders,ScienceDirect,
IDS-INT: Intrusion detection system using transformer-based transfer learning for imbalanced network traffic,ScienceDirect,
Hierarchical graph attention networks for multi-modal rumor detection on social media,ScienceDirect,
Multi-stage morphological operators for small infrared target detection,ScienceDirect,
Satellite nanostructures composed of CdTe quantum dots and DTNB-labeled AuNPs used for SERS-fluorescence dual-signal detection of AFB1,ScienceDirect,
